OBJECTID_1,OBJECTID,DIGEST,SITUS,TAXPIN,PARID,ATRPIN,TAX_DISTR,OWNER,OWPART2,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS5,LUC,NBHD,PROP_CLASS,CLASS,TOT_APPR,TOT_ASSESS,IMPR_APPR,LAND_APPR,FUL_EX_COD,VAL_ACRES,STRUCT_FLR,STRUCT_YR,TIEBACK,TAXYEAR,STATUS_COD,LIV_UNITS,PCODE,UNIT_NUM,EXTVER,PIN,OLD_ID,STR_NUMBER,ATLPIN,GIS_LAND_P,TaxPin_joi,address_no,taxpin4,APN,PARID_1,LandUse_Description,NPU,Neighborhood_Name,PARID_no_s,SCI_Landuse,Photographs,Lot_Condition,Structure_Condition,Sidewalks,Multiple_Violations
138336,138337,2010,1475 CARROLL DR NW,17 01920001037,17 019200010373,17 -0192-0001-037-3,5,CAMP WILLIAM M, ,1475 CARROLL DR NW,ATLANTA GA 30318, , ,334,C404,C3,C,455200,182080,43160,138920, ,0,0,1970, ,2010,6,0, ,37,20101028,17 01920001037,1.70E+12,1475 CARROLL DR NW, ,0, 17 01920001037,0,1037, ,17 019200010373,SERVICE STATION W/O BAYS 334,D,Hills Park,1.70E+12,C,0, , , , 
139016,139631,2010,1313 WEST PACES FERRY RD NW,17 01980001035,17 019800010351,17 -0198-0001-035-1,5,THIRTEEN THIRTEEN WEST PACES, ,1313 WEST PACES FERRY RD NW,ATLANTA GA 30345, , ,333,C301,C3,C,868900,347560,75360,272200, ,0,0,1970, ,2010,6,0, ,35,20101028,17 01980001035,1.70E+12,1313 WEST PACES FERRY RD NW, ,0, 17 01980001035,0,1035, ,17 019800010351,SERVICE STATION WITH BAYS 333,A,Randall Mill,1.70E+12,C,0, , , , 
139018,139633,2010,3465 NORTHSIDE PKY NW,17 01980001037,17 019800010377,17 -0198-0001-037-7,5,SPENCE A D, ,1950 ROYAL INDUSTRIAL BLVD,AUSTELL GA 30106, , ,348,C301,C3,C,665300,266120,82680,183440, ,0,0,1967, ,2010,6,0, ,37,20101028,17 01980001037,1.70E+12,3465 NORTHSIDE PKY NW, ,0, 17 01980001037,0,1037, ,17 019800010377,CONVENIENCE FOOD MARKET 348,A,Randall Mill,1.70E+12,C,0, , , , 
140805,139597,2010,1400 W PACES FERRY RD,17 0198  LL016,17 0198  LL0163,17 -0198-  LL-016-3,5,GRAHAMS SERVICE STATIONS INC, ,1400 WEST PACES FERRY RD,ATLANTA GA 30327, , ,333,C301,C3,C,506600,202640,56800,145840, ,0,0,1965, ,2010,6,0, ,16,20101028,17 0198  LL016,170198LL016,1400 W PACES FERRY RD, ,0, 17 0198  LL016,0,L016, ,17 0198  LL0163,SERVICE STATION WITH BAYS 333,A,Paces,170198LL016,C,photos\71\128735\img_rpt-ray_dot_zackary_at_gmail_dot_com-2012-2-29-13-34-48_1.jpg,Fair,Fair,Yes,N
141543,143440,2010,1970 MOORES MILL RD NW,17 02300007008,17 023000070082,17 -0230-0007-008-2,05V,BSP PROPERTIES L L C, ,1970 MOORES MILL RD,ATLANTA GA 30318, , ,348,C401,C3,C,517100,206840,43000,163840, ,0,0,1962, ,2010,6,0, ,8,20101028,17 02300007008,1.70E+12,1970 MOORES MILL RD NW, ,0, 17 02300007008,0,7008, ,17 023000070082,CONVENIENCE FOOD MARKET 348,D,D1,1.70E+12,C,0, , , , 
142293,141748,2010,1991 MARIETTA BLV NW,17 0222  LL093,17 0222  LL0932,17 -0222-  LL-093-2,5,DEPENDABLE INC, ,1991 MARIETTA BLVD,SUITE 230,ATLANTA GA 30318, ,348,C404,C3,C,390400,156160,64240,91920, ,0,0,1960, ,2010,6,0, ,93,20101028,17 0222  LL093,170222LL093,1991 MARIETTA BLV NW, ,0, 17 0222  LL093,0,L093, ,17 0222  LL0932,CONVENIENCE FOOD MARKET 348,D,Hills Park,170222LL093,C,photos\27\145376\img_rpt-rrdw777_at_gmail_dot_com-2012-3-31-11-38-58_1.jpg,Fair,Fair,Yes,N
142707,143118,2010,2251 MARIETTA BLV NW,17 02300001055,17 023000010559,17 -0230-0001-055-9,05V,S&S PACKAGE STORE L L C, ,2251 MARIETTA BLVD,ATLANTA GA 30318, , ,348,C401,C3,C,434900,173960,48080,125880, ,0,0,1964, ,2010,6,0, ,55,20101028,17 02300001055,1.70E+12,2251 MARIETTA BLV NW, ,0, 17 02300001055,0,1055, ,17 023000010559,CONVENIENCE FOOD MARKET 348,D,D1,1.70E+12,C,photos\27\145199\img_rpt-rrdw777_at_gmail_dot_com-2012-3-31-11-57-34_1.jpg,Fair,Fair,Yes,N
144356,146472,2010,2079 BOLTON RD NW,17 02520004020,17 025200040203,17 -0252-0004-020-3,05V,RICHARDS RALPH, ,2079 BOLTON RD NW,ATLANTA GA 30318, , ,333,C403,C3,C,300800,120320,20680,99640, ,0,0,1955, ,2010,6,0, ,20,20101028,17 02520004020,1.70E+12,2079 BOLTON RD NW, ,0, 17 02520004020,0,4020, ,17 025200040203,SERVICE STATION WITH BAYS 333,D,Riverside,1.70E+12,C,photos\44\100243\img_rpt-octaveceo_at_yahoo_dot_com-2012-1-30-13-23-10_1.jpg,Good,Good,Yes,N
145152,146733,2010,1913 HOLLYWOOD RD NW,17 02520017018,17 025200170182,17 -0252-0017-018-2,05V,CHOI KWANG W, ,2788 DEFOORS FERRY RD # 302,ATLANTA GA 30318, , ,347,C403,C3,C,137000,54800,4160,50640, ,0,0,0, ,2010,6,0, ,18,20101028,17 02520017018,1.70E+12,1913 HOLLYWOOD RD NW, ,0, 17 02520017018,0,7018, ,17 025200170182,SUPERMARKET 347,D,Riverside,1.70E+12,C,photos\126\158801\img_rpt-javious_at_tapinspect_dot_com-2012-4-19-10-54-40_1.jpg,Poor,Poor,No,Y
146102,146374,2010,2020 BOLTON RD NW,17 0252  LL024,17 0252  LL0240,17 -0252-  LL-024-0,05V,SOHAIR INC, ,1946 ROSWELL RD,MARIETTA GA 30062, , ,348,C403,C3,C,728400,291360,67080,224280, ,0,0,1985, ,2010,6,0, ,24,20101028,17 0252  LL024,170252LL024,2020 BOLTON RD NW, ,0, 17 0252  LL024,0,L024, ,17 0252  LL0240,CONVENIENCE FOOD MARKET 348,D,Riverside,170252LL024,C,photos\44\101436\img_rpt-octaveceo_at_yahoo_dot_com-2012-1-30-10-43-13_1.jpg,Good,Good,Yes,N
157531,148496,2010,3263 BANKHEAD HWY NW,17 02610002081,17 026100020816,17 -0261-0002-081-6,05S,RAYHAAN ENTERPRISES INC, ,3263 BANKHEAD HWY,ATLANTA GA 30331, , ,348,C402,C3,C,1117400,446960,200920,246040, ,0,0,1967, ,2010,6,0, ,81,20101028,17 02610002081,1.70E+12,3263 BANKHEAD HWY NW, ,0, 17 02610002081,0,2081, ,17 026100020816,CONVENIENCE FOOD MARKET 348,G,English Park,1.70E+12,C,photos\44\13273\img_rpt-octaveceo_at_yahoo_dot_com-2011-12-20-11-51-42_1.jpg,Good,Good,Yes,N
157690,148311,2010,3195 BANKHEAD HWY NW,17 0260  LL066,17 0260  LL0661,17 -0260-  LL-066-1,05S,BLESSED FOOD MART INC, ,5331 ENCHANTED COVE,LILBURN GA 30047, , ,348,C402,C3,C,979200,391680,52680,339000, ,0,0,1969, ,2010,6,0, ,66,20101028,17 0260  LL066,170260LL066,3195 BANKHEAD HWY NW, ,0, 17 0260  LL066,0,L066, ,17 0260  LL0661,CONVENIENCE FOOD MARKET 348,G,Brookview Heights,170260LL066,C,photos\44\13305\img_rpt-octaveceo_at_yahoo_dot_com-2011-12-20-11-46-17_1.jpg,Good,Good,Yes,N
157691,148312,2010,3170 BANKHEAD HWY NW,17 0260  LL068,17 0260  LL0687,17 -0260-  LL-068-7,05S,THE W W FOWLER FAMILY LIMITED, ,7514 LEE RD,LITHIA SPRINGS GA 30122 2875, , ,348,C402,C3,C,850000,340000,31640,308360, ,0,0,1988, ,2010,6,0, ,68,20101028,17 0260  LL068,170260LL068,3170 BANKHEAD HWY NW, ,0, 17 0260  LL068,0,L068, ,17 0260  LL0687,CONVENIENCE FOOD MARKET 348,I,Collier Heights,170260LL068,C,photos\44\13349\img_rpt-octaveceo_at_yahoo_dot_com-2011-12-20-12-3-27_1.jpg,Good,Good,Yes,N
158179,148328,2010,3260 BANKHEAD HWY NW,17 02600001024,17 026000010248,17 -0260-0001-024-8,05S,FATIMA INVESTMENTS INC, ,5555 OAKBROOK PKY # #390,NORCROSS GA 30093, , ,348,C402,C3,C,815300,326120,206600,119520, ,0.91,0,1990, ,2010,6,0, ,24,20101028,17 02600001024,1.70E+12,3260 BANKHEAD HWY NW, ,0, 17 02600001024,0,1024, ,17 026000010248,CONVENIENCE FOOD MARKET 348,H,Bankhead/Bolton,1.70E+12,C,photos\44\13322\img_rpt-octaveceo_at_yahoo_dot_com-2011-12-20-11-41-19_1.jpg,Good,Good,Yes,N
